jobid,confidence_class1,confidence_class2,confidence_class3
t147qx,0.23468236825738298,0.4432939452842872,0.07728896880290381
z8h6wr,0.8313127660333364,0.8278861370764441,0.12768895577530504
ds70vt,0.8838018097348475,0.7468992495680277,0.5656145888438884
7m1aq7,0.6223290125266087,0.0026626560412018607,0.6944269205635116
b7akuc,0.02606742482079505,0.9493867788981771,0.9647947464664701
fmsh4v,0.7841234769246206,0.9632087339004256,0.7384175036247936
6jpcrs,0.9973941969856076,0.5380762479745848,0.8402481320852201
c570k9,0.6959839470385931,0.30909014805635415,0.5779406165606614
o3haek,0.5601723054843794,0.4480894898043092,0.24128378680628482
au6oj0,0.02793472220882065,0.8611786736649604,0.060961857644316386
1nugwg,0.05703826350483843,0.4746381845829334,0.2125121181143521
nnv0w6,0.09324625182002644,0.6181189697709573,0.9099169657482152
ic9q0c,0.47173677079505993,0.24043412682867726,0.5974877943405602
idj8it,0.31330539446440075,0.471492575197903,0.27403901767383543
nqobie,0.8358954059365826,0.6263778613966168,0.9661802541730657
4dboll,0.8330029075135241,0.646662809252691,0.7346354767953885
ewtlnn,0.11734971517813253,0.14502971057225067,0.30274909349759516
623uk2,0.30889245486793804,0.003520245831496127,0.29539040809163697
l7f1h7,0.10702750966800212,0.4735006234710304,0.6961904249306783
rd503y,0.19260804351900573,0.30371166444056574,0.8876395057509026
uqlfpi,0.6096225050330386,0.24956662261413887,0.8725326084633558
gou47u,0.683543388876867,0.8563758861859979,0.7292910915020285
kvo6h3,0.009756488589822143,0.7948417975915897,0.3493097095038925
mk9xmq,0.2851350680387328,0.5451035792980715,0.7677860240277805
gvt5ym,0.41824647899147716,0.7649322061671869,0.8987262232146737
wd49at,0.4340510200669295,0.986058183139823,0.9845393747741501
xr4nap,0.46494854884075554,0.01103355153391583,0.8099752844010634
lebalu,0.6248112769640727,0.036998434206594655,0.6919782942726811
zr90cr,0.8047737238011093,0.42278385249130046,0.6751016603960602
wypjvn,0.672908697374987,0.19114256189498546,0.13848059361881693
duhmcj,0.929192042507347,0.3499967229129006,0.35701398301850085
gu08nn,0.2513719414266765,0.6828954145583728,0.30764996521206456
71ylmu,0.9176130509564662,0.15827866203666008,0.2863061897509642
qg0ggy,0.9079713191463284,0.9183850554070091,0.09412471947561762
olbawe,0.7234239247976975,0.9176634907533631,0.7726106785168637
upzpy8,0.7836770993745386,0.6536397889209058,0.7344321769327181
v87559,0.8582490385749661,0.9213545066363427,0.6893638935283228
zb2dol,0.7683759746812877,0.5321409822314669,0.17623723980220263
ohxz27,0.9835020816672166,0.7274234975429585,0.2692101568839439
iq6s2h,0.055828916866087264,0.1913920498331788,0.9893365327206542
62hsue,0.8228166114928223,0.29537530513413623,0.1396483004134409
pvjfi5,0.18846117107633353,0.35921260273102007,0.32896460393145643
z78b7m,0.8628551505649265,0.5145665180829843,0.6398369028032221
7nacgu,0.17583461555764313,0.3811245863270042,0.7586090418874455
thks6x,0.5469001171044765,0.18750396735329777,0.6476349690733636
tezo3n,0.7012516376481256,0.06622924870799463,0.8744646352782525
gnz441,0.13730615661505563,0.5470428553527705,0.12776434334405107
mwb7n6,0.9174160267953437,0.43822824938585714,0.8339477201638054
qe6xnx,0.927564902733704,0.09264431859281441,0.8484129845743195
7x4jb7,0.030427529552146115,0.11142600559730198,0.17420215772204461
s491ns,0.9149839244845538,0.6893389512572966,0.9376197447904299
pfmwbp,0.4586977632384539,0.34713594619303967,0.5550136176439681
1w43is,0.34921762832485714,0.4754806113773965,0.07551323217310413
0v1xei,0.9014173410708077,0.9510680800149279,0.7170653717360188
7p3utk,0.16773498581155577,0.6504455582698178,0.26376558632064206
wyvxes,0.06811525204571989,0.6635791228952087,0.16111817918212945
vab6x6,0.4429213226432628,0.6517113416991067,0.827850970586747
813d4k,0.24639932891939276,0.8002647673252208,0.4400717973359546
auknit,0.3940823153423604,0.07360595565273442,0.6202169462245137
xuq35y,0.44886686437370504,0.47608708933313293,0.2080273095517008
f60uwp,0.7510164205564581,0.10821128102093325,0.07371665119403492
hhrmcm,0.10834488332864034,0.9702696992172121,0.7857322955690856
fr4s3k,0.03921647123872829,0.22810478153077018,0.0906848260056985
k8jyxf,0.699325377417779,0.5368895075826766,0.7956607930423694
bxez0m,0.2606564826652473,0.25340328686751146,0.26245196701164186
nf4139,0.4395996172499289,0.03254267783857956,0.6293686789834885
08kbif,0.5879890430607918,0.7722909805984935,0.57558267192328
l8r6gm,0.944341428020404,0.1361356604885423,0.19480905539015392
aux2f8,0.4590444911237216,0.37620585584220323,0.41255647849957744
zj5jfw,0.4806622397938124,0.4043409338722297,0.37774133093844897
ietv7t,0.12498698814125353,0.01113377979052399,0.15167239629605134
otjung,0.4749551135878052,0.21891728332384697,0.8171016190988074
714lv3,0.04516053433803635,0.4008782597967041,0.5512988949676028
5toqts,0.6240828411916154,0.3640568030700212,0.04528387683839141
1akn2t,0.6587770802877434,0.4136103082835024,0.9470958675087263
vvqdml,0.15304323831621125,0.3204404795038488,0.27091378192467863
0q4ziu,0.40551897376771984,0.7382177285096206,0.5899836496060866
vsr6zm,0.39419711225385057,0.2522539519049166,0.4587046067743068
qplmru,0.2966076022972498,0.17812907868280003,0.6673135848592461
5xpuqj,0.26087450741520357,0.4045873766666469,0.8214097198643141
4kaob5,0.9701066000246922,0.007679357487134997,0.9415604431494016
78yoso,0.8042614398683623,0.10824037346193505,0.9342471902964454
nvybay,0.4704026022241976,0.2609113743326783,0.768312236040927
p1ncd3,0.921094957540347,0.9127244354410217,0.633896226563395
asn4qy,0.4380376464047989,0.0017655684751777256,0.6107883447682754
9ubxkb,0.07015529995213399,0.41022588863750986,0.6107230355367247
6hllee,0.01913324738844724,0.4965595985455057,0.1519891888379974
yd4kc4,0.8981585616126985,0.14704491829777733,0.937342278203269
kkgwoh,0.14551282320421288,0.4682986210710157,0.809420847577924
qhgge5,0.5515666243764688,0.8767698514975751,0.2975759086550115
hshee6,0.37235564296572066,0.13222977388594492,0.7290285966872233
m0oebh,0.37105311122868667,0.6930439409365344,0.026604506173871112
ylr1ex,0.4654705051051322,0.6025138706065087,0.8375212715470347
cqwqer,0.4294547601519264,0.25737988064190664,0.2861518507430476
9roxj1,0.3346888112347417,0.5214271970632322,0.616538708632896
l4kizx,0.19052832237780748,0.23112833791075071,0.7764251723807919
lku4la,0.43039234330881704,0.9297790139089646,0.810587330001992
me15yz,0.5780016395429987,0.4738364678693435,0.30011136682459205
1nul0n,0.9232508129895658,0.6674170700204634,0.9907312443010161
j02jsi,0.404357741795758,0.8330061667636758,0.23865534243026443
gpulk2,0.4672129437864755,0.7276826716937014,0.08309710475430065
pu852k,0.1568834124966445,0.7453374989332676,0.5258553335301697
eopx6q,0.16744699475835279,0.578620942268404,0.42365721178885407
bojjb4,0.9788600820374922,0.03250330054296069,0.47615521629364754
9uwn7s,0.41843899824153075,0.903347647487388,0.06267025596771092
ia2h1u,0.6679501811779756,0.31161811111552473,0.5913880723728003
00omhs,0.2679488360290667,0.8539718366499068,0.4793608826702066
62aem2,0.2849326668298454,0.16699568199708548,0.8991990456550975
ns3s1n,0.8342780978102706,0.009149539085243852,0.8590469857836026
p38900,0.37170177841090934,0.7469427778762575,0.5229916565981749
9oekzh,0.8546592394981066,0.7368796089723215,0.740952269643953
3hcx01,0.46250817974445,0.617583915758673,0.5642798786901989
pq4g46,0.6048034356360292,0.47363329186883185,0.9532095316503815
dvpnrr,0.9712557982259687,0.18385043265796341,0.36607899391144005
hm11ox,0.05009929164999716,0.12607634161997772,0.16385662180256422
oia4k9,0.8359608246038617,0.8654869345341927,0.6596653196616127
iligkr,0.9465575598719684,0.08144788341809805,0.08404660675362674
0x36cz,0.9958552337525407,0.8589860697463924,0.5017530033634334
t3ahcr,0.31199291889969705,0.388836187378343,0.4387655606193006
f8d1pa,0.9409994692639656,0.789665599796835,0.7409053653439873
942xra,0.19894739412474516,0.993504048975866,0.8833139866943539
v1a6rj,0.06412300262810189,0.9943635197900205,0.2717621002548817
v56xyc,0.7842170471013549,0.6904119900368842,0.6145096834381215
xfb4uq,0.281828001434714,0.12678617598528918,0.8075008481917274
6z4q1f,0.004936447667660215,0.08576413105362468,0.8738390792287821
6monvj,0.21071695745256624,0.9661429892554045,0.6516037162441812
4ah9uh,0.8464323821507038,0.04696967663487284,0.2522058814969952
j0k4ca,0.38557162147333035,0.7764255078461191,0.44804467808163373
88c2ok,0.0764023955826143,0.6540448233447784,0.6158718591064496
g5bkn1,0.9475517944714023,0.5013184190037452,0.37048074266785735
nyis6o,0.8066106005950877,0.6807677760471614,0.8123216974344512
nidbhh,0.4389320448137072,0.7677700165364515,0.5483381845088444
dk6n2n,0.14136733854302086,0.06633884008527902,0.41166513170328156
5pqe95,0.5966203935727915,0.7528487540539868,0.7445385899724338
ix9e8z,0.7185732944316326,0.4838279551669916,0.04336094907168053
sac2c2,0.6177279370349701,0.2690370460223369,0.9040951046612262
787msn,0.30162964047663754,0.8048088758167293,0.2903250616748638
o90yt8,0.45100850249954194,0.2696241804153773,0.15392420288897724
3e74c6,0.5662350927013311,0.8378237666308758,0.6696709001775875
fslfp5,0.5261029470501516,0.09975787074265696,0.25961926158098136
i2n9nw,0.6746340655697193,0.07718161760330333,0.26918257026472303
g2kl2d,0.3042090877449263,0.7766642965204825,0.9554692207300713
q208b1,0.5599329696887048,0.9172090129321018,0.5222515053247787
b8dd1t,0.04903824976022608,0.3596137362993017,0.4172657489036008
qk5bki,0.24611195443146483,0.8006064096493937,0.9351504466090789
hm8xjl,0.4633767615776957,0.3258910862315503,0.24637726503177904
ta39pg,0.7520375281815938,0.9339036515098598,0.5850430202031973
hgx10v,0.4862562558805158,0.1214832800457345,0.4844906622973778
i3ck8h,0.6144794728236123,0.12824421758749882,0.35074346426377334
3gr8w4,0.3135300355565942,0.09361949679851633,0.9820253495112885
t6p57m,0.6535357053901055,0.6275863684551334,0.5796017539412696
m23vb9,0.6708344348346571,0.036949691864534784,0.5171768618127458
43l18q,0.4692670312311744,0.915090270338126,0.5442151209444234
xt6eze,0.48090379330957744,0.13171487812573102,0.20528583737046358
us6jqd,0.47444409689193334,0.8477353349417901,0.6050249174780478
pozpti,0.8942647127595301,0.7863687612179717,0.49868061279598186
mj86rq,0.027113624274844428,0.3677281438690597,0.05937540641397843
oafuqe,0.1401963611817626,0.32231950556592537,0.588547639161589
vovxd5,0.7489901330613804,0.5826538273514268,0.45290478397175216
7y2n5f,0.17242720847377246,0.42805308915952656,0.8901874022102411
p6oqei,0.3894314370944738,0.2206708358719235,0.593220001095306
kvsoa9,0.8982090851322071,0.002739110681361012,0.970259106859552
pm4opi,0.16950305559854262,0.6702804659544828,0.7855386203376222
2yozza,0.0026851825280564956,0.9117432776634344,0.5985817524488459
8yx45o,0.12503885129659376,0.15700388385257613,0.6074071881157913
rdlm2f,0.5875041010777593,0.39193587854628087,0.0805181835905181
w9yke5,0.34780283695730063,0.20240898848024824,0.2921788863285637
5sxf1k,0.278555775427871,0.902573768591013,0.6573107204627265
ongevp,0.7165656957528804,0.5632674483657323,0.6761125503714651
ncxdxa,0.8956113946906705,0.7621652864139654,0.8337306441012846
l5gjja,0.8478612832776625,0.3375939684501351,0.4009674208320533
qr9drs,0.6702983847354884,0.2364598654721758,0.9493904899936921
su32v1,0.508103460856632,0.4502445395565584,0.42899809332893757
skvse7,0.9137186826316533,0.8215664115566234,0.7610513488701616
mothlu,0.3223265906554794,0.21958795225188854,0.12435197223772299
iedeen,0.6631078077914612,0.2967946896960505,0.2562793756651621
x2llam,0.6916182750919148,0.2427607465581325,0.6628368106760696
0gkxnu,0.48866104412037514,0.7505046779984711,0.1343288764115782
9piwl5,0.10754681846097491,0.7721243629605491,0.4907438955106307
buxvd1,0.8163450796835563,0.0438134911202267,0.5617241617285129
nsimtt,0.4410959945197972,0.464172450034643,0.6377642983264011
r8ll3n,0.22963323405614777,0.5580595852156331,0.2918739084144226
b3jivf,0.06004968992758597,0.4772439154924556,0.2773552182093443
a0b03p,0.054162603308919754,0.30979153173310126,0.7020377955417975
owxndp,0.02298480070156461,0.6221549473024163,0.01210415256349573
98qf6f,0.414549793081486,0.790588948272647,0.24661453914643294
llkkp1,0.5822553556665466,0.4519765550403615,0.42574613060553945
kg81zx,0.5176130624879658,0.8273279586234387,0.49198393220991554
60n5e7,0.6107414735836804,0.8708948342105913,0.936459843061714
in0pav,0.12178568987260818,0.39460590547277696,0.3655536612431375
uk1z2j,0.44357684698118827,0.21900849782917498,0.8540996482823106
rssxxz,0.3286690390094673,0.004598970592658902,0.910356205192986
exk71w,0.9413717037563327,0.8264814204471255,0.5324895174685402
h6dwcx,0.1487307358357346,0.67638531061125,0.6497419405371967
dkkpyc,0.189347847613075,0.016121347310745437,0.039103529158459494
tfp6mb,0.2652361040196418,0.27415394658515757,0.7621698947645358
ekeqmn,0.700817685489098,0.07721607077614034,0.15710690534367278
m3uldx,0.8830362827310276,0.908062815007458,0.9370507265694435
8vcfkg,0.7167353159583086,0.4146157825735266,0.37815634705182344
mcou8l,0.4997884746797856,0.8921748214157987,0.0403075245840151
cj5jgf,0.7055624470323175,0.5334878563688642,0.7385359842721644
39t15f,0.7868796906613404,0.05883091864595591,0.46972704005177124
v9bgqe,0.07850160477755086,0.3762928395598779,0.6999723318606237
heq5hk,0.4291909795169192,0.4011190251860376,0.8985221093243619
rb7yqf,0.8350503925053179,0.002885438263824369,0.644111790585035
infkh4,0.8574930346934794,0.06492554513463011,0.2919871604234694
cz75uw,0.7989870023055927,0.2810475381326486,0.4653584235883842
ir3f7n,0.6054944538959067,0.7960588468620384,0.019851740961594477
ly8nbb,0.9801887792306009,0.23487661263403636,0.6541423690232007
kfhy03,0.5542262619596796,0.1556421685556858,0.05129956750206721
uvx7f4,0.2293484115751233,0.12799036586799672,0.24482130780304012
f8xgk5,0.47413334551906083,0.7238983810683665,0.9204029984250984
0wbhjw,0.6072157741621064,0.4647770522477228,0.8452915324367969
2gh021,0.36671393026393184,0.767667849380141,0.1577029629448824
95r74q,0.11481357527648639,0.9809534765573824,0.13210574640481254
h2lnnz,0.2235969797870645,0.512417400294883,0.42415339852725276
eos3yj,0.23830554719585206,0.7174667637867171,0.34955794940533635
yt6rqd,0.7410074213383857,0.579832507861703,0.3810027283878784
11h0h7,0.2156647400681545,0.6181247240453047,0.26566231917253946
t6k6gn,0.046038414778873715,0.25068125550812725,0.36660716761841217
vgczj3,0.30935882170748474,0.3412568754434113,0.6490474283719536
k9w3kr,0.6307965230710008,0.8915626253560064,0.8891743108874473
artn2a,0.4414160544988879,0.9197280576793274,0.47170376927977986
rn3q36,0.8069955109011615,0.3727048512705523,0.9547245287418893
epjwcf,0.5243387815596173,0.7419468352194151,0.9934555999384121
1dyq61,0.4208141575815366,0.5788492893720132,0.8561795723098208
rj12eg,0.5318453338167258,0.882581868163986,0.8265059664236817
8muq2y,0.3576518474477607,0.46728792350570003,0.5769396077812954
hm1ifo,0.376558126490145,0.4032768377949568,0.4597962548843211
h7hdvv,0.8463758007795854,0.7705298808963408,0.3415326930142457
wip5um,0.3713743118489726,0.6415953784520634,0.20947262606513606
oe7sly,0.40832990355847065,0.15915762612544426,0.017273403343291638
vvueho,0.15816398204459037,0.23247365657312735,0.8814288710072912
9062t5,0.3274677266581477,0.6870502404389841,0.9168306934883006
foydo5,0.2921944198278892,0.5858098563792785,0.5937468786449474
p0gi81,0.6604157029766866,0.15351698022233284,0.8239504549427251
lo8v6k,0.31122793991543785,0.6499592603013263,0.473135591121987
dvrb67,0.9408556531181428,0.48258612237725507,0.6910913650342677
8kd7g0,0.6153786986300461,0.9649373731272859,0.26567375708562824
pek9pm,0.6205421394812292,0.1762134369715137,0.5172871789083562
jdvj1r,0.008331527266922434,0.07408998087282526,0.026916165848661744
48hrdb,0.9439514291014471,0.15917945831864344,0.051817742801421596
fhnxeo,0.8579365424485237,0.06547629061227256,0.9414432784792536
obc0ri,0.10784504742845813,0.7121122725015576,0.7100905541032841
s93nn9,0.8744880659226317,0.09620179260683193,0.7360650577230228
24b05w,0.35470026927997333,0.6065115246019597,0.27559198966258625
akrt4e,0.08451800617285687,0.5386251534949891,0.3597638850603817
lqjcl0,0.7189095368246614,0.530921178223055,0.334941456509148
0e2rvx,0.558095787234954,0.2096051883991208,0.8602628168626328
aezknt,0.14646023211480907,0.5387347626073445,0.2530916473274616
3w7gh5,0.5685293979554286,0.7276555710653659,0.6681380635053759
2065qe,0.9737543138474725,0.6314744238607963,0.6619400614904515
1so5hf,0.34278053413852827,0.6381374535063518,0.035510428816917905
bp5b1q,0.9375454528979715,0.18225260477790528,0.994870555159367
yuwycg,0.9235735557004607,0.15008679157552518,0.6507824530352732
zbpz2a,0.6861709471049127,0.9453606511100514,0.2107436563252456
dwol4z,0.3628588137737372,0.9533286095741579,0.2327382742773223
gjmtfl,0.2493922029999316,0.8432584940223911,0.5208731349000914
9vwix9,0.5823657240175721,0.09015953559049583,0.8654730280382255
3zcws5,0.11212980309120446,0.7662392284853459,0.05052113044234763
pxdrc1,0.1650064366685604,0.7707512296725826,0.5788865133055389
dkcg05,0.9803903126418704,0.9411848045403064,0.6950179200572545
ror7n4,0.06129115306478283,0.0053841660080146125,0.485353222003007
sqvcf0,0.9195675604036446,0.4967100355094539,0.9994508553146448
rah438,0.8259777586137618,0.24712898164773922,0.8246556168947005
ykwfws,0.5368650413785199,0.8874601844119971,0.5347164610985967
647b2c,0.9676345321080657,0.8421406657573911,0.8056730400972126
grcf7d,0.44254575677440733,0.9438542917260607,0.016897852823495763
7n2d1i,0.2296830382113707,0.08179708625992455,0.34939961204805947
3sirc4,0.6760129892022583,0.5332370965582724,0.4490795063992177
uuxyvn,0.8176857597199753,0.740828930769778,0.652864464930946
7k34mp,0.8511645598497362,0.7181515516441376,0.4210131766432399
0kofz1,0.7513580347207813,0.2088126560863287,0.6266097676119939
hp9m91,0.44168046865902,0.8262122586291918,0.09844937012800403
s3r4od,0.7506968629431986,0.6243044429939131,0.6908313665208351
al7dpm,0.7715562425652737,0.5206177753740169,0.03653238454614094
a1gnnk,0.21054157626446013,0.7609781847996058,0.47770652279036063
hr3ck2,0.7911136080085618,0.8817636198030434,0.7338545903544348
mq94ev,0.6835030414673852,0.10726348850129541,0.31400724777647127
6eky53,0.8192835683883509,0.12147322052759535,0.017925811143311265
hwj7tx,0.34427227901850976,0.138121063267181,0.3620769100618294
pbuh4u,0.9116824340989833,0.16171762746595097,0.9275519758213431
u132q3,0.5869016477404492,0.1733434586738425,0.2290806734507287
l45h5d,0.6892567113399344,0.9119555308669592,0.7011200092426263
zw0hke,0.012986370493219712,0.9925308728796745,0.6083646173989522
avxi2a,0.3698248582335555,0.9654079134692973,0.18536004906720505
0oxt20,0.15892899613831157,0.04211346899723589,0.06331970587992364
d2ihp6,0.462058945916924,0.1165176679630443,0.3551068333076798
qj1paz,0.4630441935164713,0.6474381085520999,0.08805628076109207
6tg94y,0.38370510267034785,0.8676663776712508,0.3301354070361271
oq73tu,0.12247574565335084,0.8042387115154354,0.5415368732768274
pp1qrc,0.14415759912861315,0.723616917008583,0.1499941360353655
qm55tv,0.24135423019250413,0.7725836902379875,0.6188071160511366
nr68s5,0.012817159445496551,0.913355362028998,0.8198614300734942
90f7qe,0.1609764692079877,0.6865376578767589,0.7667409279327124
zg08p5,0.8881768318671994,0.7495240335928232,0.8645927951274655
5k3gxe,0.7717788703653519,0.9936136369960236,0.6840789520800435
ibl4ty,0.006907199369571293,0.09292450800855656,0.5983727312372894
bbgkje,0.033637579017714914,0.8183835321785731,0.08441272143316048
qz4gns,0.7020442948178077,0.5661811067768833,0.9766608919230485
ggjma7,0.6014701020202785,0.0903020802407214,0.26657129036119354
82ir0f,0.9175833299845005,0.833003846809709,0.646037048941544
pyds9b,0.8931346503957415,0.871690208262284,0.7058561682291853
pjxo2b,0.5029103412943652,0.03504772516049115,0.10859540468680784
rk6inf,0.7004982566098711,0.3315464381224331,0.9104510967093111
tv14ie,0.6115119093328663,0.9550966258867388,0.4972776385508365
dfmmnl,0.45930590696630647,0.86204228080939,0.6453333621818832
osmx54,0.6290250517528747,0.8298092963791066,0.4601989534812423
5y3fyc,0.09058119323849745,0.9566374227790143,0.4579656293441008
jq5hz0,0.6308756865718483,0.3053148969751994,0.6721546041749592
k453oq,0.2565664106825264,0.6718140424156533,0.34390938460392817
x2hymo,0.5123806681047127,0.9634677834534268,0.2789450044927301
ewp6em,0.8003182984629259,0.42589257599029384,0.9835934160720112
0ypyul,0.5461744214093969,0.14957736927347143,0.8438717146443275
hq6qcl,0.3936831696454297,0.2533876538355748,0.1783542564613082
wdwa5a,0.1643047367728655,0.04646544906258099,0.4371268921198782
otyf1h,0.5941092185817481,0.9994009984113804,0.6870474308349988
5aeswq,0.6522596132195031,0.7472934014337387,0.7560409743488153
wsp396,0.9455701552117227,0.3150551056065857,0.9288561609512006
ron9t6,0.8394053023510459,0.5990311364521042,0.3330808914995088
b3f8nr,0.5892717954806811,0.05855193000615777,0.7786419262243822
gvb9o7,0.8723135002739285,0.15208426979974288,0.4091530223693508
o9qols,0.864162388934234,0.30984666711355235,0.8322922624142954
ua6pxt,0.36861239000401247,0.20292770376645497,0.7080582110692188
pt84q7,0.35347529307899284,0.20358678985128642,0.7360032448707282
hjovtx,0.19046477098209935,0.3717018396903755,0.7855846726854039
3dgdqh,0.8304793177472772,0.7819756894324945,0.7597635703004009
6wnol8,0.09465027964775197,0.3272935391968479,0.5190585552074543
qqfhcp,0.7295026874799934,0.999719009661785,0.03874233529312787
6glc1j,0.20908759253688736,0.7579320287804137,0.6960717876048084
m39c4e,0.9374359698456313,0.6088649686201957,0.07194273396503792
hj8vnw,0.9009166380628321,0.9438626612483584,0.06989556225872617
zsrldm,0.4125512181085408,0.09781873304482125,0.683847787086469
vqbfr0,0.7590022848715163,0.041277923641432346,0.1866182009091384
flhxnp,0.34692107476145095,0.2855406049664653,0.29813664405445894
kcvvg5,0.04445109482498799,0.46386593680475685,0.1722124712512315
qmdgw3,0.7596852415089591,0.7015893447356001,0.5157591090643316
fpvdw4,0.03541272742457502,0.574965316717908,0.25255719843010305
v3bwx4,0.03701250148685997,0.7856749774088884,0.6829474373232621
gcv0cb,0.691774885491244,0.7859338547605859,0.04610475870501607
xifgua,0.950535544543536,0.9974621551196957,0.2504184196068492
r5qdkc,0.4166720517563768,0.8159123909354409,0.9860343418218463
on0si1,0.5079458779392665,0.12441104945028458,0.4982046294162903
x5xouc,0.7506993772739834,0.5302628927932344,0.443206666507555
6fuvvb,0.20980987724585642,0.6382753291671012,0.983808348026007
ibdbzd,0.017508383814737516,0.6738265379912918,0.6989337329231432
av4kjc,0.1320330029432233,0.4914013430030384,0.0836054966951092
c520ky,0.8871701068121169,0.8969929021476196,0.0774601704190151
x7tsk1,0.009487081947931242,0.6459823846351554,0.7238543083284081
3lu5w1,0.3454062853979002,0.7711146209396792,0.5915286096747494
yei2bl,0.248476373228375,0.5017907524204935,0.7329604923678267
49gtr6,0.361457135030004,0.44538293407351415,0.8203026428647568
80jefj,0.8073614746255393,0.24572440749793012,0.3276124522724556
81m300,0.7032107950154066,0.5860123052948842,0.6897240365349101
myv898,0.9894222698482171,0.18194529369089174,0.42124032989555815
k5asyr,0.6611701579351897,0.8973470509502687,0.9333668500442249
gjxrf4,0.4591581129175967,0.8706029661949813,0.32375296674092313
5o8l13,0.09897809807967362,0.8084283420207588,0.6883785580584488
70w7f1,0.41007037735406593,0.8784636098606103,0.3251497287066809
telk7n,0.6222724683047794,0.6690854484860126,0.35352132177571083
ww5uf1,0.6463549984615694,0.3969798398953943,0.07881767371029758
fbq257,0.28286989548179775,0.4054826101301199,0.9872317169606695
0ein7s,0.18270381928951074,0.7251068491465892,0.5234831337952118
9o8a8n,0.022375427269468617,0.6477664563129414,0.3726427365827307
jxw0pl,0.10420347577844324,0.9140660720028314,0.04287052561622795
ka2ymc,0.07354180801254429,0.003643868998065347,0.12111543275814785
hvxxlo,0.633096963391444,0.9072397299606082,0.9200290902116883
251bv2,0.6978431281190862,0.473672770534902,0.0013470317288791778
tli9kh,0.08815438739739767,0.091671442954812,0.20235278574802995
zn5hqk,0.827541234071679,0.04296041909089987,0.29958890498996715
9bafpw,0.07989758541378511,0.6407055579554233,0.0982871197971712
mbzliy,0.33433200198204593,0.0038836028600485184,0.5695915167117924
degzco,0.15005656256670663,0.8752329973639458,0.5684390742459314
ee2ah5,0.4440422375118206,0.11370374360082014,0.3340990673365867
o2xuul,0.3587302118189596,0.41199940194679674,0.9478184563470089
cvazg6,0.2182121425200969,0.22524021276017658,0.22902623554310864
